return_id,order_line_id,return_initiated_date_key,return_received_date_key,reported_reason_code,item_condition_on_receipt,quantity_returned,refund_amount,refund_method
R00026929,OL000071709,20250815,20250821,R001,refurbishable,1,428.47,original_payment
R00026930,OL000071714,20250725,20250730,R010,refurbishable,1,98.06,original_payment
R00026931,OL000071715,20251211,20251215,R005,resellable,1,67.89,wallet_credit
R00026932,OL000071716,20250919,20250925,R003,resellable,1,138.7,original_payment
R00026933,OL000071718,20250518,20250520,R009,resellable,3,387.33,original_payment
R00026934,OL000071720,20250225,20250304,R002,resellable,1,84.23,manual_refund
R00026935,OL000071723,20250805,20250810,R010,refurbishable,1,191.54,manual_refund
R00026936,OL000071726,20260506,20260515,R003,resellable,1,91.53,original_payment
R00026937,OL000071734,20250721,20250724,R001,refurbishable,1,109.2,original_payment
R00026938,OL000071736,20260718,20260724,R003,refurbishable,1,173.4,original_payment
R00026939,OL000071738,20260617,20260624,R009,resellable,1,168.95,original_payment
R00026940,OL000071746,20250725,20250802,R003,resellable,1,159.22,original_payment
R00026941,OL000071747,20251212,20251214,R002,resellable,1,108.53,original_payment
R00026942,OL000071749,20260325,20260330,R004,refurbishable,1,288.72,manual_refund
R00026943,OL000071750,20251122,20251124,R003,refurbishable,1,68.97,wallet_credit
R00026944,OL000071753,20250704,20250708,R003,resellable,1,141.29,wallet_credit
R00026945,OL000071755,20250323,20250325,R001,resellable,1,69.03,wallet_credit
R00026946,OL000071756,20260514,20260523,R001,resellable,1,62.17,original_payment
R00026947,OL000071760,20250517,20250525,R002,resellable,1,453.2,original_payment
R00026948,OL000071761,20250623,20250702,R002,write_off,1,207.69,original_payment
R00026949,OL000071764,20260614,20260617,R001,refurbishable,1,284.26,original_payment
R00026950,OL000071767,20250725,20250731,R005,refurbishable,1,307.97,original_payment
R00026951,OL000071770,20260124,20260128,R003,resellable,1,214.19,manual_refund
R00026952,OL000071771,20251030,20251105,R002,resellable,1,270.34,original_payment
R00026953,OL000071775,20250805,20250807,R002,resellable,1,65.83,original_payment
R00026954,OL000071776,20260610,20260619,R002,write_off,1,68.28,original_payment
R00026955,OL000071781,20260615,20260618,R003,refurbishable,1,617.71,original_payment
R00026956,OL000071783,20251128,20251202,R001,write_off,1,141.14,original_payment
R00026957,OL000071786,20260107,20260110,R001,resellable,1,358.57,original_payment
R00026958,OL000071787,20250416,20250419,R003,write_off,1,162.8,manual_refund
R00026959,OL000071788,20250303,20250307,R002,resellable,1,174.3,manual_refund
R00026960,OL000071793,20250221,20250224,R006,resellable,1,31.34,original_payment
R00026961,OL000071794,20250127,20250201,R001,resellable,1,174.66,original_payment
R00026962,OL000071797,20250715,20250723,R003,refurbishable,1,182.67,original_payment
R00026963,OL000071803,20260329,20260402,R003,refurbishable,1,80.34,wallet_credit
R00026964,OL000071804,20250502,20250509,R010,write_off,1,104.68,original_payment
R00026965,OL000071805,20250728,20250804,R004,WRITE_OFF,1,94.38,wallet_credit
R00026966,OL000071807,20251116,20251118,R002,write_off,1,130.5,original_payment
R00026967,OL000071808,20260118,20260120,R001,resellable,1,96.34,original_payment
R00026968,OL000071816,20251207,20251213,R003,write_off,1,140.22,wallet_credit
R00026969,OL000071819,20251222,20251230,R003,resellable,1,30.92,wallet_credit
R00026970,OL000071824,20251011,20251020,R005,resellable,1,893.01,original_payment
R00026971,OL000071827,20250923,20251002,R007,resellable,1,106.05,manual_refund
R00026972,OL000071828,20260626,20260705,R007,write_off,1,240.55,original_payment
R00026973,OL000071829,20260213,20260222,R006,resellable,2,154.44,wallet_credit
R00026974,OL000071830,20250308,20250315,R003,resellable,1,405.08,original_payment
R00026975,OL000071833,20260428,20260507,R001,resellable,1,143.61,original_payment
R00026976,OL000071836,20251214,20251219,R008,write_off,1,87.44,original_payment
R00026977,OL000071837,20250614,20250620,R010,resellable,1,53.0,original_payment
R00026978,OL000071839,20250228,20250305,R001,refurbishable,1,232.92,original_payment
R00026979,OL000071840,20251206,20251213,R001,refurbishable,1,342.13,original_payment
R00026980,OL000071842,20250812,20250821,R003,resellable,1,37.61,original_payment
R00026981,OL000071847,20250708,20250711,R001,resellable,1,123.67,original_payment
R00026982,OL000071848,20260415,20260421,R003,resellable,1,79.63,wallet_credit
R00026983,OL000071850,20260518,20260527,R004,resellable,1,44.07,original_payment
R00026984,OL000071855,20250225,20250306,R002,write_off,1,145.51,original_payment
R00026985,OL000071856,20250731,20250802,R002,resellable,1,500.65,original_payment
R00026986,OL000071857,20251206,20251211,R001,refurbishable,1,121.67,manual_refund
R00026987,OL000071858,20250405,20250413,R003,resellable,1,142.08,original_payment
R00026988,OL000071861,20260314,20260318,R008,refurbishable,1,52.22,wallet_credit
R00026989,OL000071862,20250516,20250519,R004,write_off,1,66.56,manual_refund
R00026990,OL000071864,20250427,20250506,R001,refurbishable,1,37.53,wallet_credit
R00026991,OL000071865,20260706,20260714,R010,write_off,1,158.98,original_payment
R00026992,OL000071869,20260624,20260628,R003,resellable,2,266.94,manual_refund
R00026993,OL000071870,20250308,20250314,R002,resellable,1,70.53,manual_refund
R00026994,OL000071875,20250401,20250410,R004,refurbishable,1,107.15,wallet_credit
R00026995,OL000071876,20250728,20250806,R002,resellable,1,195.62,wallet_credit
R00026996,OL000071879,20251202,20251206,R003,resellable,1,69.26,original_payment
R00026997,OL000071882,20250420,20250429,R005,write_off,1,394.32,original_payment
R00026998,OL000071886,20251006,20251009,R002,resellable,1,93.8,original_payment
R00026999,OL000071890,20250715,20250721,R002,refurbishable,1,53.74,manual_refund
R00027000,OL000071891,20251121,20251128,R001,resellable,1,429.2,original_payment
R00027001,OL000071892,20250928,20251003,R001,write_off,1,302.97,wallet_credit
R00027002,OL000071893,20260129,20260201,,resellable,1,189.43,original_payment
R00027003,OL000071895,20260304,20260309,R001,resellable,1,108.99,original_payment
R00027004,OL000071897,20251210,20251217,R003,refurbishable,1,179.88,original_payment
R00027005,OL000071898,20260117,20260119,R003,resellable,1,77.09,original_payment
R00027006,OL000071899,20250419,20250424,R010,resellable,1,156.53,original_payment
R00027007,OL000071900,20250929,20251003,R010,resellable,1,219.63,original_payment
R00027008,OL000071907,20250726,20250802,R005,resellable,1,158.84,original_payment
R00027009,OL000071909,20250312,20250320,R007,resellable,1,71.82,original_payment
R00027010,OL000071910,20260629,20260701,R003,resellable,2,874.4,original_payment
R00027011,OL000071911,20251106,20251112,R003,refurbishable,1,172.37,original_payment
R00027012,OL000071912,20260305,20260311,R004,write_off,1,179.71,wallet_credit
R00027013,OL000071913,20251114,20251123,R001,resellable,1,28.94,manual_refund
R00027014,OL000071917,20260620,20260624,R010,resellable,1,22.08,original_payment
R00027015,OL000071919,20250710,20250718,R002,resellable,1,185.03,original_payment
R00027016,OL000071920,20260329,20260403,R003, resellable ,2,275.36,wallet_credit
R00027017,OL000071922,20250616,20250624,R003,resellable,1,232.73,wallet_credit
R00027018,OL000071931,20250522,20250529,R002,refurbishable,1,66.5,original_payment
R00027019,OL000071932,20250205,20250209,R002,resellable,1,336.29,wallet_credit
R00027020,OL000071933,20250616,20250622,R003,resellable,1,58.38,original_payment
R00027021,OL000071935,20251126,20251203,R001,refurbishable,1,82.92,wallet_credit
R00027022,OL000071937,20260704,20260710,R002,resellable,1,90.6,original_payment
R00027023,OL000071940,20260117,20260120,R001,resellable,1,182.99,original_payment
R00027024,OL000071941,20250221,20250225,R002,refurbishable,1,151.1,original_payment
R00027025,OL000071946,20250605,20250612,R006,refurbishable,1,99.8,original_payment
R00027026,OL000071947,20251030,20251103,R003,resellable,1,107.06,original_payment
R00027027,OL000071949,20250615,20250620,R002,refurbishable,1,143.71,original_payment
R00027028,OL000071955,20260610,20260619,R004,write_off,2,110.2,wallet_credit
R00027029,OL000071959,20250726,20250803,R006,resellable,1,749.11,original_payment
R00027030,OL000071960,20250128,20250131,R003,resellable,1,101.09,original_payment
R00027031,OL000071961,20250310,20250318,R002,resellable,1,38.94,original_payment
R00027032,OL000071963,20250913,20250915,R009,resellable,1,100.63,original_payment
R00027033,OL000071964,20250228,20250304,R003,refurbishable,1,98.7,wallet_credit
R00027034,OL000071967,20260601,20260606,R008,resellable,1,55.71,original_payment
R00027035,OL000071971,20250728,20250802,R003,resellable,1,112.7,original_payment
R00027036,OL000071972,20260509,20260515,R007,refurbishable,2,430.64,original_payment
R00027037,OL000071974,20260430,20260509,R003,resellable,1,472.58,original_payment
R00027038,OL000071976,20250719,20250723,R002,resellable,1,208.58,original_payment
R00027039,OL000071977,20260112,20260117,R005,refurbishable,1,269.85,original_payment
R00027040,OL000071979,20250529,20250604,R003,refurbishable,1,33.09,wallet_credit
R00027041,OL000071995,20260224,20260304,R007,resellable,1,49.49,manual_refund
R00027042,OL000071996,20250703,20250708,R003,resellable,1,91.68,original_payment
R00027043,OL000071997,20260414,20260418,R004,resellable,1,36.29,original_payment
R00027044,OL000071998,20250301,20250305,R001,resellable,1,25.76,original_payment
R00027045,OL000071999,20260308,20260314,R001,resellable,1,162.16,original_payment
R00027046,OL000072004,20250324,20250401,R010,resellable,1,112.3,wallet_credit
R00027047,OL000072009,20260521,20260523,R001,resellable,1,225.93,wallet_credit
R00027048,OL000072015,20250909,20250916,R001,refurbishable,1,106.77,original_payment
R00027049,OL000072017,20260508,20260515,R010,resellable,1,139.11,original_payment
R00027050,OL000072018,20250803,20250809,R002,refurbishable,1,56.63,original_payment
R00027051,OL000072022,20250614,20250619,R002,resellable,1,79.21,original_payment
R00027052,OL000072023,20251214,20251222,R004,refurbishable,1,72.88,wallet_credit
R00027053,OL000072025,20250525,20250601,R010,resellable,1,98.61,wallet_credit
R00027054,OL000072029,20250204,20250210,R007,resellable,1,48.31,wallet_credit
R00027055,OL000072031,20250109,20250118,R001,refurbishable,1,199.69,original_payment
R00027056,OL000072032,20260516,20260519,R005,refurbishable,1,473.42,original_payment
R00027057,OL000072033,20260101,20260109,R002,refurbishable,1,188.59,original_payment
R00027058,OL000072034,20250705,20250712,R002,refurbishable,1,214.2,original_payment
R00027059,OL000072038,20250202,20250204,R002,resellable,1,97.56,original_payment
R00027060,OL000072039,20250310,20250319,R003,refurbishable,1,370.21,original_payment
R00027061,OL000072041,20250516,20250523,R001,resellable,1,76.2,original_payment
R00027062,OL000072042,20250329,20250406,R002,resellable,1,76.37,original_payment
R00027063,OL000072043,20260410,20260417,R001,resellable,1,152.39,original_payment
R00027064,OL000072046,20250204,20250209,R001,refurbishable,1,82.25,original_payment
R00027065,OL000072049,20251119,20251121,R003,resellable,1,61.29,original_payment
R00027066,OL000072051,20251022,20251028,R002,resellable,1,91.73,original_payment
R00027067,OL000072056,20260626,20260630,,resellable,1,46.52,original_payment
R00027068,OL000072057,20250317,20250323,R001,resellable,1,518.21,wallet_credit
R00027069,OL000072059,20251228,20251230,R007,refurbishable,1,187.22,original_payment
R00027070,OL000072061,20251104,20251112,R003,write_off,1,592.74,original_payment
R00027071,OL000072062,20260704,20260713,R009,resellable,1,102.13,original_payment
R00027072,OL000072066,20260610,20260613,R002,resellable,1,126.0,wallet_credit
R00027073,OL000072067,20250624,20250626,R001,resellable,1,102.8,original_payment
R00027074,OL000072068,20250215,20250224,R003,resellable,3,546.84,original_payment
R00027075,OL000072071,20250501,20250503,R009,refurbishable,1,25.98,original_payment
R00027076,OL000072073,20250405,20250407,R003,resellable,2,289.36,original_payment
R00027077,OL000072074,20260330,20260402,R007,resellable,1,126.51,manual_refund
R00027078,OL000072078,20250706,20250714,R002,resellable,2,105.3,original_payment
R00027079,OL000072082,20250510,20250516,R004,resellable,1,1009.2,original_payment
R00027080,OL000072084,20250918,20250923,R004,write_off,1,168.49,original_payment
R00027081,OL000072086,20260709,20260714,R002,resellable,1,200.79,original_payment
R00027082,OL000072087,20250905,20250913,R006,resellable,1,64.35,original_payment
R00027083,OL000072088,20260317,20260326,R010,resellable,1,32.44,original_payment
R00027084,OL000072091,20250313,20250321,R002,refurbishable,1,27.2,wallet_credit
R00027085,OL000072092,20250202,20250208,R002,resellable,1,80.81,original_payment
R00027086,OL000072094,20260220,20260224,R003,resellable,1,544.85,original_payment
R00027087,OL000072098,20250325,20250329,R005,refurbishable,1,1032.42,original_payment
R00027088,OL000072099,20250529,20250604,R003,resellable,1,253.53,original_payment
R00027089,OL000072103,20250508,20250512,R004,refurbishable,1,58.33,original_payment
R00027090,OL000072104,20260706,20260711,R001,resellable,1,125.4,original_payment
R00027091,OL000072105,20250311,20250314,R001,resellable,1,266.91,original_payment
R00027092,OL000072106,20251224,20251229,R002,resellable,1,68.25,wallet_credit
R00027093,OL000072107,20250125,20250129,R002,resellable,1,55.91,original_payment
R00027094,OL000072110,20250123,20250127,R008,resellable,1,57.3,wallet_credit
R00027095,OL000072111,20250409,20250418,R002,resellable,1,620.81,original_payment
R00027096,OL000072118,20250615,20250617,R010,resellable,1,195.34,original_payment
R00027097,OL000072128,20260619,20260623,R002,refurbishable,1,87.76,wallet_credit
R00027098,OL000072130,20260225,20260303,R001,resellable,1,177.3,manual_refund
R00027099,OL000072132,20250714,20250716,R007,resellable,1,101.3,original_payment
R00027100,OL000072138,20250725,20250731,R002,resellable,1,48.08,original_payment
R00027101,OL000072141,20250411,20250414,R010,resellable,1,142.22,original_payment
R00027102,OL000072143,20250717,20250726,R010,resellable,2,380.92,manual_refund
R00027103,OL000072149,20250710,20250718,R003,resellable,1,152.49,original_payment
R00027104,OL000072151,20260419,20260427,R003,write_off,1,104.22,original_payment
R00027105,OL000072160,20250810,20250814,R005,resellable,1,312.97,original_payment
R00027106,OL000072163,20260509,20260516,R004,resellable,1,61.3,original_payment
R00027107,OL000072169,20251031,20251105,R008,resellable,1,75.46,wallet_credit
R00027108,OL000072170,20250227,20250304,R006,resellable,1,147.34,original_payment
R00027109,OL000072172,20260220,20260301,R001,refurbishable,1,209.36,wallet_credit
R00027110,OL000072173,20260407,20260414,R001,write_off,1,154.45,original_payment
R00027111,OL000072174,20260519,20260521,,resellable,1,119.53,wallet_credit
R00027112,OL000072177,20260331,20260406,R004,refurbishable,1,309.77,wallet_credit
R00027113,OL000072181,20250606,20250611,R002,resellable,1,409.34,original_payment
R00027114,OL000072185,20250713,20250717,R002,resellable,1,65.54,original_payment
R00027115,OL000072189,20250311,20250315,R003,resellable,1,50.97,original_payment
R00027116,OL000072191,20260525,20260528,R001,resellable,1,155.66,original_payment
R00027117,OL000072194,20251128,20251130,R006,refurbishable,1,530.68,original_payment
R00027118,OL000072195,20250625,20250701,R002,resellable,2,475.02,wallet_credit
R00027119,OL000072198,20260519,20260521,R003,refurbishable,1,172.87,original_payment
R00027120,OL000072199,20250529,20250604,R002,resellable,1,193.37,original_payment
R00027121,OL000072200,20260417,20260426,R004,resellable,1,228.18,original_payment
R00027122,OL000072201,20250825,20250829,R001,resellable,1,252.63,original_payment
R00027123,OL000072202,20260613,20260616,R001,refurbishable,1,103.02,original_payment
R00027124,OL000072206,20260118,20260121,R001,refurbishable,1,50.67,original_payment
R00027125,OL000072208,20250127,20250202,R001,refurbishable,1,113.08,original_payment
R00027126,OL000072211,20250910,20250914,R002,resellable,1,124.39,wallet_credit
R00027127,OL000072212,20250219,20250225,R002,refurbishable,1,127.93,original_payment
R00027128,OL000072216,20250914,20250919,R005,resellable,1,1081.86,original_payment
R00027129,OL000072218,20251205,20251213,R008,resellable,1,246.07,manual_refund
R00027130,OL000072219,20250716,20250725,R001,resellable,1,203.16,original_payment
R00027131,OL000072223,20260603,20260606,R003,refurbishable,1,93.09,original_payment
R00027132,OL000072227,20250901,20250903,R002,refurbishable,1,39.14,original_payment
R00027133,OL000072229,20251203,20251212,R007,refurbishable,1,60.76,original_payment
R00027134,OL000072235,20260604,20260608,R010,resellable,1,26.81,original_payment
R00027135,OL000072236,20250603,20250611,R002,refurbishable,1,134.43,original_payment
R00027136,OL000072238,20250226,20250228,R004,resellable,1,74.76,original_payment
R00027137,OL000072239,20260106,20260110,R001,refurbishable,1,87.25,manual_refund
R00027138,OL000072241,20250918,20250922,R010,resellable,1,130.66,original_payment
R00027139,OL000072242,20250520,20250523,R003,resellable,1,108.14,manual_refund
R00027140,OL000072243,20251210,20251213,R001,resellable,1,271.23,manual_refund
R00027141,OL000072246,20251104,20251112,R002,resellable,1,23.06,wallet_credit
R00027142,OL000072247,20260510,20260514,R003,refurbishable,2,446.88,original_payment
R00027143,OL000072250,20250616,20250621,R010,resellable,1,846.78,original_payment
R00027144,OL000072258,20260618,20260621,R005,resellable,1,126.74,original_payment
R00027145,OL000072268,20251016,20251025,R003,resellable,2,441.74,original_payment
R00027146,OL000072273,20260117,20260125,R003,refurbishable,1,49.85,wallet_credit
R00027147,OL000072274,20251104,20251110,R001,resellable,1,57.19,wallet_credit
R00027148,OL000072275,20260526,20260604,R003,refurbishable,1,226.13,original_payment
R00027149,OL000072276,20260105,20260113,R008,resellable,1,205.05,original_payment
R00027150,OL000072277,20260205,20260211,R003,resellable,1,34.5,original_payment
R00027151,OL000072278,20260219,20260226,R003,resellable,1,130.54,original_payment
R00027152,OL000072280,20260331,20260402,R007,resellable,1,296.46,original_payment
R00027153,OL000072281,20251226,20251231,R001,resellable,1,71.1,wallet_credit
R00027154,OL000072284,20250127,20250130,R007,resellable,1,73.38,original_payment
R00027155,OL000072285,20260113,20260121,R001,resellable,1,227.26,wallet_credit
R00027156,OL000072287,20250129,20250201,R010,resellable,1,198.9,original_payment
R00027157,OL000072289,20250125,20250203,R003,resellable,1,216.58,wallet_credit
R00027158,OL000072293,20250616,20250623,R003,resellable,1,109.18,original_payment
R00027159,OL000072298,20251026,20251030,R003,refurbishable,1,92.36,original_payment
R00027160,OL000072299,20250228,20250306,R001,resellable,1,48.98,manual_refund
R00027161,OL000072300,20250521,20250526,R006,resellable,1,187.33,original_payment
R00027162,OL000072302,20250116,20250122,R003,resellable,1,56.04,original_payment
R00027163,OL000072304,20250703,20250706,R003,resellable,1,129.68,original_payment
R00027164,OL000072305,20250209,20250211,R003,resellable,1,158.6,original_payment
R00027165,OL000072306,20260204,20260209,R005,write_off,1,124.65,wallet_credit
R00027166,OL000072310,20260102,20260104,R007,resellable,1,57.11,original_payment
R00027167,OL000072311,20250921,20250928,R007,write_off,1,570.31,wallet_credit
R00027168,OL000072312,20260623,20260625,R002,resellable,1,81.82,original_payment
R00027169,OL000072315,20260112,20260115,R003,resellable,1,327.63,original_payment
R00027170,OL000072317,20250409,20250411,R003,refurbishable,1,123.23,original_payment
R00027171,OL000072318,20250309,20250313,R003,resellable,1,100.5,original_payment
R00027172,OL000072319,20251213,20251219,R001,write_off,1,53.15,wallet_credit
R00027173,OL000072322,20250724,20250802,R008,resellable,1,250.76,original_payment
R00027174,OL000072325,20250619,20250625,R003,resellable,1,105.65,original_payment
R00027175,OL000072327,20260507,20260516,R002,refurbishable,1,109.51,original_payment
R00027176,OL000072329,20260517,20260522,R006,resellable,1,36.29,wallet_credit
R00027177,OL000072330,20250711,20250713,R002,resellable,1,143.58,original_payment
R00027178,OL000072335,20260304,20260312,R010,refurbishable,1,80.28,original_payment
R00027179,OL000072336,20260329,20260407,R002,resellable,1,323.24,wallet_credit
R00027180,OL000072338,20250612,20250620,R010,resellable,1,133.88,original_payment
R00027181,OL000072341,20251229,20260103,R006,resellable,1,226.89,manual_refund
R00027182,OL000072343,20250904,20250909,R002,refurbishable,1,141.38,original_payment
R00027183,OL000072350,20250304,20250306,R001,resellable,1,823.19,original_payment
R00027184,OL000072353,20250719,20250727,R003,refurbishable,1,47.83,original_payment
R00027185,OL000072357,20250417,20250421,R003,resellable,2,347.94,original_payment
R00027186,OL000072363,20260628,20260701,R001,resellable,1,178.4,wallet_credit
R00027187,OL000072366,20260429,20260504,R002,refurbishable,1,233.54,wallet_credit
R00027188,OL000072368,20250806,20250815,R002,resellable,1,338.56,wallet_credit
R00027189,OL000072369,20250618,20250622,R002,resellable,1,59.16,original_payment
R00027190,OL000072370,20251120,20251127,R003,resellable,1,139.95,original_payment
R00027191,OL000072371,20250208,20250212,R001,write_off,1,147.52,wallet_credit
R00027192,OL000072374,20251120,20251128,R008,resellable,1,192.03,original_payment
R00027193,OL000072378,20250615,20250624,R010,resellable,1,136.01,wallet_credit
R00027194,OL000072387,20260326,20260402,R010,resellable,1,149.95,wallet_credit
R00027195,OL000072389,20250926,20251002,R006,resellable,1,70.87,original_payment
R00027196,OL000072391,20250204,20250213,R001,refurbishable,1,561.38,original_payment
R00027197,OL000072393,20250901,20250906,R003,resellable,1,670.07,original_payment
R00027198,OL000072399,20251202,20251208,R003,resellable,1,124.34,original_payment
R00027199,OL000072402,20260321,20260324,R001,resellable,1,52.33,original_payment
R00027200,OL000072405,20250419,20250425,R005,refurbishable,1,65.59,wallet_credit
R00027201,OL000072406,20250817,20250822,R002,write_off,1,63.65,manual_refund
R00027202,OL000072407,20250914,20250919,R007,resellable,1,32.86,original_payment
R00027203,OL000072410,20251031,20251105,R001,resellable,1,543.98,original_payment
R00027204,OL000072412,20250320,20250324,,resellable,1,55.73,original_payment
R00027205,OL000072417,20251224,20260101,R002,resellable,1,180.29,wallet_credit
R00027206,OL000072418,20260628,20260707,,resellable,1,356.06,original_payment
R00027207,OL000072420,20250521,20250530,R003,resellable,1,98.18,manual_refund
R00027208,OL000072421,20251001,20251003,R003,write_off,1,23.78,wallet_credit
R00027209,OL000072422,20251002,20251004,R003,refurbishable,1,636.5,manual_refund
R00027210,OL000072426,20260509,20260517,R006,write_off,3,438.81,original_payment
R00027211,OL000072427,20250621,20250624,R001,resellable,1,396.75,original_payment
R00027212,OL000072430,20260410,20260416,R002,resellable,1,92.55,original_payment
R00027213,OL000072433,20260124,20260131,R001,refurbishable,1,162.83,wallet_credit
R00027214,OL000072434,20251214,20251223,R001,resellable,1,57.67,original_payment
R00027215,OL000072437,20250715,20250723,R010,refurbishable,1,260.84,original_payment
R00027216,OL000072438,20250827,20250830,R001,write_off,1,101.61,original_payment
R00027217,OL000072439,20250323,20250328,R002,resellable,1,128.7,wallet_credit
R00027218,OL000072443,20260407,20260416,R002,resellable,1,65.71,original_payment
R00027219,OL000072444,20251021,20251030,R002,resellable,1,60.99,original_payment
R00027220,OL000072458,20260527,20260602,R001,refurbishable,1,316.32,original_payment
R00027221,OL000072460,20250916,20250921,R003,write_off,1,95.34,original_payment
R00027222,OL000072461,20250909,20250911,R002,resellable,1,54.66,original_payment
R00027223,OL000072465,20250120,20250125,,write_off,1,225.3,original_payment
R00027224,OL000072466,20251108,20251113,R006,refurbishable,1,93.08,manual_refund
R00027225,OL000072467,20250410,20250412,R004,write_off,1,162.64,original_payment
R00027226,OL000072472,20250715,20250722,R003,refurbishable,1,49.59,original_payment
R00027227,OL000072473,20251014,20251021,R001,refurbishable,1,113.06,original_payment
R00027228,OL000072474,20260517,20260524,R002,resellable,1,122.62,original_payment
R00027229,OL000072475,20250623,20250629,R002,resellable,1,50.85,original_payment
R00027230,OL000072477,20250206,20250208,R002,write_off,1,69.56,original_payment
R00027231,OL000072480,20260426,20260503,R001,resellable,1,397.62,wallet_credit
R00027232,OL000072482,20251023,20251027,R003,refurbishable,1,564.52,original_payment
R00027233,OL000072483,20250920,20250923,R003,refurbishable,2,180.64,wallet_credit
R00027234,OL000072484,20251107,20251115,R008,resellable,1,287.32,manual_refund
R00027235,OL000072486,20260611,20260617,R003,resellable,1,54.82,original_payment
R00027236,OL000072489,20250623,20250626,R001,resellable,1,180.23,original_payment
R00027237,OL000072490,20250927,20250930,R010,resellable,1,209.92,original_payment
R00027238,OL000072492,20260621,20260627,R003,resellable,1,58.28,original_payment
R00027239,OL000072494,20260522,20260531,R002,resellable,1,63.65,manual_refund
R00027240,OL000072496,20250515,20250519,R001,write_off,1,47.64,manual_refund
R00027241,OL000072497,20250125,20250131,R003,resellable,1,853.78,original_payment
R00027242,OL000072498,20250929,20251007,R001,resellable,1,79.27,original_payment
R00027243,OL000072503,20250814,20250820,R001,resellable,1,192.51,original_payment
R00027244,OL000072504,20260129,20260131,R009,refurbishable,2,131.96,original_payment
R00027245,OL000072506,20251005,20251014,R005,write_off,1,103.89,original_payment
R00027246,OL000072516,20260630,20260706,R001,refurbishable,1,99.23,original_payment
R00027247,OL000072517,20250408,20250417,R002,resellable,1,208.61,original_payment
R00027248,OL000072518,20251027,20251104,R001,resellable,1,103.67,original_payment
R00027249,OL000072519,20251114,20251123,R002,resellable,1,138.19,original_payment
R00027250,OL000072523,20260613,20260615,R005,resellable,1,117.16,original_payment
R00027251,OL000072525,20250208,20250213,R002,refurbishable,1,87.7,original_payment
R00027252,OL000072529,20260107,20260115,R006,refurbishable,1,96.86,wallet_credit
R00027253,OL000072538,20250210,20250213,R007,resellable,1,177.82,original_payment
R00027254,OL000072543,20260122,20260129,R005,resellable,1,121.68,manual_refund
R00027255,OL000072546,20250706,20250712,R005,write_off,1,146.04,wallet_credit
R00027256,OL000072547,20250114,20250123,R002,resellable,1,115.75,original_payment
R00027257,OL000072548,20260424,20260429,R001,resellable,1,135.57,wallet_credit
R00027258,OL000072550,20250630,20250703,R002,resellable,1,209.73,wallet_credit
R00027259,OL000072552,20250807,20250809,R005,refurbishable,1,48.16,manual_refund
R00027260,OL000072559,20250704,20250710,R002,RESELLABLE,2,292.1,original_payment
R00027261,OL000072561,20260105,20260112,R001,refurbishable,1,34.29,wallet_credit
R00027262,OL000072563,20251209,20251218,R007,resellable,1,309.48,wallet_credit
R00027263,OL000072568,20260707,20260711,R001,write_off,1,146.81,original_payment
R00027264,OL000072569,20250419,20250427,R003,refurbishable,1,113.15,original_payment
R00027265,OL000072571,20250720,20250722,R003,resellable,1,49.81,original_payment
R00027266,OL000072572,20250908,20250912,R002,resellable,1,95.6,original_payment
R00027267,OL000072573,20250502,20250507,R003,refurbishable,1,58.44,original_payment
R00027268,OL000072575,20250802,20250805,R008,resellable,1,404.89,original_payment
R00027269,OL000072576,20260107,20260112,R003,resellable,1,197.87,manual_refund
R00027270,OL000072579,20250824,20250831,R003,resellable,1,392.95,wallet_credit
R00027271,OL000072581,20260407,20260416,R003,refurbishable,1,60.99,wallet_credit
R00027272,OL000072582,20260530,20260607,R002,resellable,1,243.06,original_payment
R00027273,OL000072583,20251224,20251231,R005,write_off,1,337.88,original_payment
R00027274,OL000072588,20250315,20250320,R003,resellable,1,528.96,original_payment
R00027275,OL000072590,20251026,20251028,R008,resellable,1,131.94,wallet_credit
R00027276,OL000072591,20260204,20260209,R002,refurbishable,1,151.23,wallet_credit
R00027277,OL000072592,20251019,20251027,R010,resellable,1,94.94,original_payment
R00027278,OL000072594,20260126,20260130,R002,resellable,1,337.51,original_payment
R00027279,OL000072595,20251126,20251128,R001,resellable,1,251.04,original_payment
R00027280,OL000072598,20251012,20251019,R001,write_off,1,117.39,original_payment
R00027281,OL000072601,20260613,20260621,R007,resellable,1,676.59,wallet_credit
R00027282,OL000072603,20250515,20250520,R002,resellable,1,138.09,original_payment
R00027283,OL000072609,20250130,20250206,R003,resellable,1,295.27,original_payment
R00027284,OL000072610,20250720,20250722,R001,resellable,1,471.71,wallet_credit
R00027285,OL000072613,20250119,20250123,R003,resellable,1,269.61,original_payment
R00027286,OL000072622,20260331,20260407,R009,write_off,1,124.4,original_payment
R00027287,OL000072623,20250331,20250409,R009,resellable,1,223.76,original_payment
R00027288,OL000072625,20250306,20250314,R002,refurbishable,3,420.18,original_payment
R00027289,OL000072626,20250615,20250618,R002,resellable,1,72.04,original_payment
R00027290,OL000072627,20251120,20251127,R002,refurbishable,1,230.7,original_payment
R00027291,OL000072630,20250826,20250829,R001,refurbishable,1,206.6,wallet_credit
R00027292,OL000072631,20260130,20260201,R004,resellable,1,61.11,original_payment
R00027293,OL000072632,20251231,20260105,R003,refurbishable,1,304.79,original_payment
R00027294,OL000072633,20260305,20260310,R003,resellable,1,66.68,original_payment
