listing_id,seller_id,category,subcategory,brand,listing_created_date,price,discount_pct,image_count,has_video,title_length_chars,description_length_chars,specifications_filled_pct,has_size_chart,has_dimensions_listed,variant_count,item_weight_kg
L009475,S00439,Home,Bedding,Premium Brand,2024-07-06,176.77,0.542,5,False,84,393.0,0.578,False,True,4,10.38
L009476,S00178,Beauty,Makeup,Mid Brand,2023-05-01,57.48,0.081,7,True,65,283.0,0.22,True,True,2,0.71
L009477,S00175,Beauty,Haircare,Imported Brand,2024-07-24,126.13,0.132,8,True,54,,0.582,,False,3,0.41
L009478,S00130,Fashion,Sneakers,Private Label,2023-01-18,83.45,0.158,6,False,78,348.0,0.646,True,False,14,0.81
L009479,S00085,Beauty,Makeup,Generic,2026-05-08,103.72,0.37,1,False,57,517.0,0.531,False,False,2,0.21
L009480,S00154,Beauty,Makeup,Mid Brand,2023-09-13,104.01,0.108,2,False,57,,0.362,False,False,3,0.47
L009481,S00033,Electronics,Small Appliances,Private Label,2024-07-19,434.56,0.378,5,False,76,2592.0,0.945,False,False,4,0.53
L009482,S00096,Electronics,Mobiles,Mid Brand,2026-01-14,,0.14,3,False,56,371.0,0.483,False,False,2,3.1
L009483,S00079,Beauty,Haircare,Private Label,2023-06-10,106.64,0.016,3,False,47,427.0,0.585,False,True,3,0.8
L009484,S00145,Fashion,Watches,Imported Brand,2023-05-02,174.81,0.319,3,False,29,189.0,0.345,True,False,7,0.98
L009485,S00376,Fashion,Dresses,,2024-12-06,233.02,0.261,6,False,36,503.0,0.863,True,False,9,0.94
L009486,S00306,Home,Decor,Mid Brand,2023-08-03,210.01,0.19,4,False,63,433.0,,False,False,6,
L009487,S00349,Home,Kitchen,Private Label,2023-09-25,149.18,0.211,8,False,39,237.0,0.497,False,True,2,8.41
L009488,S00009,Beauty,Haircare,Mid Brand,2024-07-05,92.01,0.207,2,False,86,698.0,0.333,False,False,2,0.47
L009489,S00056,Beauty,Skincare,Generic,2026-05-10,51.03,0.077,6,False,95,1874.0,0.563,False,False,5,0.7
L009490,S00397,Home,Furniture,Generic,2026-02-07,197.42,0.381,5,False,59,471.0,0.713,False,True,3,9.23
L009491,S00005,Home,Bedding,Generic,2025-11-29,86.3,0.182,5,False,79,556.0,,False,True,8,3.22
L009492,S00273,Sports,Outdoor,Imported Brand,2024-07-10,139.72,0.388,9,True,35,157.0,0.613,False,False,6,0.51
L009493,S00194,Electronics,Cameras,Private Label,2023-01-23,237.84,0.164,7,True,43,551.0,0.462,False,False,4,0.9
L009494,S00356,Fashion,Abayas,,2024-07-30,65.78,0.058,4,False,54,401.0,0.73,True,False,12,0.45
L009495,S00450,Home,Decor,Generic,2023-10-31,205.27,0.651,7,False,73,628.0,0.787,False,True,4,2.33
L009496,S00089,Home,Storage,Mid Brand,2025-01-08,300.76,0.456,4,False,63,1377.0,0.803,False,True,4,14.07
L009497,S00216,Electronics,Small Appliances,Mid Brand,2024-12-23,546.37,0.127,7,False,57,,0.42,False,True,2,
L009498,S00152,Sports,Activewear,Mid Brand,2023-06-17,552.63,0.012,9,False,23,324.0,0.593,,False,4,1.12
L009499,S00103,Home,Kitchen,Generic,2024-08-16,291.67,0.005,4,False,76,1301.0,0.741,False,True,2,9.82
L009500,S00172,Electronics,Mobiles,Generic,2025-03-27,500.76,0.325,3,False,72,225.0,0.508,False,False,4,0.22
L009501,S00124,Fashion,Dresses,Mid Brand,2025-07-08,72.08,0.253,-1,False,47,777.0,0.542,True,False,5,0.52
L009502,S00193,Fashion,Jeans,Private Label,2024-03-29,91.78,0.159,5,False,83,604.0,0.657,True,True,10,0.35
L009503,S00270,Electronics,Headphones,Private Label,2025-03-15,1027.92,0.062,6,False,67,924.0,0.489,False,False,9,0.98
L009504,S00284,Home,Bedding,Imported Brand,2023-11-01,348.19,0.282,4,True,80,248.0,0.398,False,False,2,9.75
L009505,S00295,Sports,Activewear,Generic,2024-07-10,98.25,0.018,4,False,80,371.0,0.607,,False,3,3.95
L009506,S00286,Fashion,Watches,Imported Brand,2023-10-02,232.15,0.08,5,False,58,,0.258,True,False,14,1.06
L009507,S00004,Home,Storage,Mid Brand,2023-08-19,176.49,0.089,2,False,60,668.0,0.71,True,,7,10.34
L009508,S00267,Home,Bedding,Generic,2025-08-23,212.16,0.185,2,False,66,681.0,0.617,False,False,5,1.31
L009509,S00340,FASHION,Watches,Imported Brand,2024-05-21,124.41,0.342,9,True,46,824.0,0.943,True,True,8,0.85
L009510,S00080,Fashion,T-Shirts,Mid Brand,2024-02-17,266.31,0.33,4,False,82,1184.0,0.647,True,False,13,0.61
L009511,S00021,Home,Kitchen,Imported Brand,2023-07-08,106.48,0.035,1,False,60,451.0,0.357,False,True,2,8.35
L009512,S00397,Fashion,Watches,Private Label,2026-02-08,224.73,0.07,4,False,45,367.0,0.618,True,False,7,0.74
L009513,S00385,Fashion,T-Shirts,Private Label,2023-06-22,74.16,0.035,11,False,39,783.0,0.556,,True,15,0.54
L009514,S00140,Beauty,Haircare,Generic,2023-05-13,78.03,0.256,6,False,56,234.0,0.853,False,True,7,0.09
L009515,S00328,Beauty,Fragrance,Premium Brand,2024-04-24,62.74,0.108,2,True,22,349.0,0.311,,False,4,0.33
L009516,S00204,Electronics,Small Appliances,Generic,2023-10-08,586.39,0.148,1,False,61,184.0,0.746,True,False,3,7.34
L009517,S00256,Electronics,Cameras,Generic,2025-02-20,284.97,0.231,4,True,46,254.0,0.707,False,False,4,4.04
L009518,S00155,Home,Kitchen,Imported Brand,2023-12-06,156.37,0.066,5,False,52,365.0,0.475,,True,1,6.83
L009519,S00447,Beauty,Makeup,Generic,2024-09-25,111.03,0.456,4,False,51,566.0,0.295,,False,4,0.14
L009520,S00315,Sports,Activewear,Mid Brand,2024-05-27,234.37,0.036,8,False,69,859.0,0.531,False,True,6,4.73
L009521,S00011,Sports,Activewear,,2025-08-02,517.75,0.088,6,True,56,681.0,0.524,False,False,2,4.44
L009522,S00067,Sports,Shoes,Generic,2025-02-23,224.82,0.365,2,True,62,217.0,0.542,False,True,4,
L009523,S00317,Fashion,Dresses,Premium Brand,2023-12-03,292.66,0.153,3,False,64,,0.37,True,,7,1.01
L009524,S00244,BEAUTY,Fragrance,Mid Brand,2024-04-17,108.05,0.156,10,True,84,469.0,0.516,False,False,7,0.7
L009525,S00289,Fashion,Watches,Generic,2025-01-04,50.37,0.455,4,True,43,430.0,0.333,True,False,8,0.73
L009526,S00182,Home,Furniture,Mid Brand,2025-08-01,248.12,0.025,4,False,30,326.0,0.598,False,False,5,13.97
L009527,S00027,Sports,Outdoor,,2024-03-21,267.67,0.026,3,False,45,266.0,0.519,False,False,6,1.29
L009528,S00204,Beauty,Fragrance,,2023-05-22,115.33,0.731,3,False,66,553.0,0.203,False,False,3,0.65
L009529,S00190,Beauty,Fragrance,Generic,2023-05-04,83.31,0.039,2,False,55,951.0,0.546,False,,3,0.71
L009530,S00072,Fashion,Jeans,Imported Brand,2024-10-07,96.28,0.043,5,False,86,624.0,0.42,True,False,10,0.37
L009531,S00282,Electronics,Headphones,Imported Brand,2026-02-26,283.51,0.46,2,False,56,463.0,0.604,False,False,3,1.41
L009532,S00390,Fashion,T-Shirts,Generic,2024-03-30,97.81,0.051,10,False,57,891.0,0.716,True,True,12,0.93
L009533,S00258,Electronics,Small Appliances,Private Label,2023-09-20,404.88,0.448,4,False,48,1246.0,0.102,False,False,4,1.27
L009534,S00020,Sports,Equipment,Private Label,2023-12-10,113.83,0.181,3,True,43,1106.0,0.918,False,False,5,1.45
L009535,S00133,Fashion,T-Shirts,Private Label,2023-06-17,131.37,0.252,6,False,59,244.0,0.524,False,False,3,1.01
L009536,S00387,Sports,Activewear,Premium Brand,2024-01-23,237.54,0.275,2,False,36,306.0,0.401,False,False,1,3.48
L009537,S00425,home,Kitchen,Mid Brand,2025-03-28,141.31,0.161,5,False,70,530.0,0.69,False,True,4,4.57
L009538,S00136,Fashion,Abayas,Premium Brand,2025-02-28,132.91,0.107,5,True,57,159.0,0.408,False,False,11,0.75
L009539,S00359,Electronics,Laptops,Premium Brand,2025-12-15,81.75,0.144,5,False,61,1151.0,0.446,False,False,3,0.99
L009540,S00029,Electronics,Mobiles,Mid Brand,2025-11-30,307.91,0.188,4,False,79,641.0,0.749,False,False,12,0.16
L009541,S00180,Beauty,Fragrance,Private Label,2026-04-01,101.31,0.04,6,False,58,657.0,0.553,,False,4,
L009542,S00111,Sports,Outdoor,Private Label,2024-01-18,115.89,0.024,6,False,69,403.0,0.755,True,False,4,2.44
L009543,S00228,Beauty,Fragrance,Generic,2025-04-25,109.69,0.122,3,False,81,1919.0,0.567,False,True,4,0.43
L009544,S00435,Beauty,Haircare,Generic,2025-01-30,70.24,0.19,3,False,48,366.0,0.757,True,False,3,0.12
L009545,S00149,Beauty,Makeup,Private Label,2025-03-05,228.51,0.121,6,False,70,576.0,0.331,False,False,7,0.18
L009546,S00238,Electronics,Laptops,Generic,2026-03-26,354.56,0.009,5,False,54,475.0,0.5,False,False,2,0.69
L009547,S00316,Electronics,Cameras,Generic,2024-11-21,279.21,0.192,6,False,88,606.0,0.509,False,False,5,0.79
L009548,S00260,Fashion,Abayas,Private Label,2025-06-19,116.38,0.005,2,True,47,212.0,0.417,,False,9,0.48
L009549,S00364,Fashion,T-Shirts,Imported Brand,2023-05-15,452.7,0.072,4,False,88,,0.77,True,False,5,0.99
L009550,S00277, Beauty ,Fragrance,Mid Brand,2025-08-15,119.06,0.21,5,False,65,270.0,0.431,False,True,2,
L009551,S00146,Fashion,Abayas,Premium Brand,2024-10-19,86.18,0.321,8,False,72,1836.0,0.782,True,False,10,0.55
L009552,S00138,Sports,Equipment,Mid Brand,2024-03-04,272.74,0.133,6,False,47,666.0,0.821,False,False,5,2.61
L009553,S00363,Fashion,Jeans,Private Label,2025-11-20,50.34,0.221,3,False,46,678.0,0.292,,False,6,1.0
L009554,S00030,Fashion,Dresses,Mid Brand,2025-03-11,296.8,0.061,2,False,29,102.0,0.534,False,False,7,0.84
L009555,S00025,Sports,Activewear,Generic,2023-08-31,290.3,0.072,5,True,101,528.0,0.549,False,False,9,3.25
L009556,S00212,Electronics,Headphones,Generic,2023-10-31,551.23,0.06,5,False,47,279.0,0.672,False,False,6,0.95
L009557,S00231,Sports,Equipment,Mid Brand,2023-02-09,171.74,0.208,5,False,62,596.0,0.768,False,False,5,3.05
L009558,S00196,Beauty,Fragrance,Mid Brand,2023-01-15,112.94,0.266,6,False,60,970.0,0.558,False,False,7,0.54
L009559,S00050,Home,Furniture,Generic,2023-10-02,471.66,0.192,4,True,45,420.0,0.582,False,,4,11.29
L009560,S00142,Beauty,Makeup,Generic,2025-05-15,115.65,0.091,6,True,69,725.0,0.71,False,False,2,0.44
L009561,S00318,Fashion,Watches,Private Label,2023-06-11,146.67,0.24,8,False,82,1435.0,0.547,True,False,15,1.07
L009562,S00368,sports,Equipment,,2025-03-23,225.47,0.002,4,True,53,790.0,0.493,False,False,7,3.76
L009563,S00343,Home,Kitchen,Generic,2024-04-03,182.25,0.139,2,False,49,301.0,0.421,,True,7,1.57
L009564,S00347,Sports,Outdoor,Mid Brand,2023-04-13,293.24,0.236,7,True,76,724.0,0.64,,False,4,3.91
L009565,S00086,Home,Kitchen,Imported Brand,2025-03-20,319.07,0.003,7,False,36,1386.0,0.578,False,False,9,7.64
L009566,S00408,Fashion,Dresses,Generic,2024-10-27,158.06,0.667,3,False,60,1041.0,0.537,True,False,12,0.39
L009567,S00391,Home,Bedding,Private Label,2025-07-22,205.95,0.087,6,True,73,173.0,0.504,False,False,2,2.33
L009568,S00433,Electronics,Headphones,Mid Brand,2025-08-21,810.81,0.305,5,False,67,,0.607,True,True,8,0.21
L009569,S00362,Electronics,Small Appliances,Generic,2026-03-15,504.63,0.092,3,False,99,708.0,0.29,False,True,1,
L009570,S00017,Electronics,Laptops,Premium Brand,2023-11-11,312.31,0.004,4,False,69,361.0,0.766,False,False,4,4.38
L009571,S00045,Electronics,Cameras,Mid Brand,2024-09-14,323.49,0.097,5,False,56,534.0,0.604,False,False,6,0.86
L009572,S00110,Home,Bedding,Generic,2023-03-15,156.26,0.043,5,False,57,726.0,0.569,False,True,4,3.48
L009573,S00046,Fashion,Abayas,Premium Brand,2024-02-22,116.51,0.278,4,False,29,409.0,0.481,True,False,6,1.18
L009574,S00428,Fashion,Dresses,Private Label,2024-08-19,665.95,0.196,10,False,64,732.0,0.662,False,False,15,0.58
L009575,S00200,Fashion,Dresses,,2025-03-31,211.47,0.041,2,False,46,325.0,0.492,True,False,9,0.56
L009576,S00172,Electronics,Headphones,Generic,2024-09-14,687.79,0.014,1,False,45,334.0,0.74,False,False,5,1.26
L009577,S00412,Fashion,Dresses,Generic,2025-01-10,130.46,0.27,3,False,27,357.0,0.303,True,False,6,0.53
L009578,S00279,Electronics,Headphones,Generic,2024-10-02,409.03,0.013,7,False,85,418.0,0.769,False,False,7,0.6
L009579,S00175,Electronics,Mobiles,Premium Brand,2023-10-27,540.31,0.07,6,False,67,363.0,0.449,True,False,3,1.48
L009580,S00034,Fashion,Watches,Mid Brand,2024-09-29,197.95,0.011,7,False,70,849.0,,True,False,13,0.84
L009581,S00278,Home,Kitchen,Mid Brand,2025-11-10,195.4,0.26,12,False,79,719.0,0.9,False,False,13,13.06
L009582,S00006,Electronics,Cameras,,2025-07-24,253.36,0.289,2,False,51,540.0,1.0,False,False,5,2.58
L009583,S00356,Fashion,Jeans,Generic,2026-02-28,140.27,0.114,2,False,45,103.0,0.686,True,False,7,0.53
L009584,S00417,Electronics,Cameras,Private Label,2025-10-15,795.05,0.225,3,False,37,904.0,0.618,,False,5,0.5
L009585,S00280,Fashion,Sneakers,Generic,2024-05-12,66.94,0.004,6,True,58,529.0,0.711,True,True,10,0.75
L009586,S00283,Electronics,Mobiles,Premium Brand,2024-06-08,1134.23,0.261,1,False,79,545.0,0.683,False,True,3,0.44
L009587,S00243,Electronics,Small Appliances,Imported Brand,2026-03-01,559.05,0.286,5,False,74,1703.0,0.548,False,False,3,1.01
L009588,S00304,Fashion,Sneakers,,2023-10-29,99.56,0.051,2,False,60,999.0,0.873,,False,14,0.65
L009589,S00350,Fashion,T-Shirts,Mid Brand,2023-02-11,71.01,0.154,3,True,39,741.0,0.631,True,True,6,1.19
L009590,S00223,Beauty,Makeup,Generic,2025-01-24,90.5,1.25,5,False,58,455.0,0.527,False,False,2,0.1
L009591,S00179,Fashion,Jeans,Private Label,2023-11-03,67.65,0.061,4,False,64,428.0,0.273,False,False,5,1.19
L009592,S00186,Fashion,Dresses,Mid Brand,2025-06-23,40.57,0.293,11,False,86,550.0,0.924,True,True,8,0.76
L009593,S00431,Fashion,Sneakers,Imported Brand,2025-03-28,188.34,0.195,7,False,61,544.0,0.676,True,False,7,0.23
L009594,S00217,Fashion,Watches,Generic,2025-03-07,96.39,0.105,10,False,81,244.0,0.731,True,False,11,0.29
L009595,S00260,Fashion,Dresses,Generic,2023-10-29,237.11,0.027,5,False,62,281.0,0.345,False,False,5,0.64
L009596,S00069,Fashion,Dresses,Generic,2025-06-15,180.69,0.396,7,False,85,316.0,,True,True,8,0.49
L009597,S00093,Fashion,T-Shirts,Premium Brand,2023-09-11,153.86,0.037,6,False,34,2354.0,0.709,True,True,12,0.87
L009598,S00106,Fashion,Abayas,Mid Brand,2023-05-05,89.13,0.05,8,False,60,,0.92,False,True,9,1.04
L009599,S00410,Sports,Shoes,Premium Brand,2024-10-20,338.12,0.255,4,True,60,216.0,0.427,False,False,3,4.67
L009600,S00215,Beauty,Skincare,Premium Brand,2025-10-05,48.34,0.011,7,True,61,1070.0,0.342,False,False,2,0.18
L009601,S00147,Fashion,Sneakers,Premium Brand,2023-01-05,208.44,0.101,3,False,35,846.0,0.758,True,False,11,0.26
L009602,S00034,Fashion,Jeans,Generic,2023-11-25,172.66,0.139,2,False,85,936.0,0.758,False,False,15,0.69
L009603,S00006,Fashion,Watches,Private Label,2023-04-07,145.72,0.391,6,False,51,318.0,0.588,False,False,5,1.04
L009604,S00160,Sports,Activewear,Private Label,2025-03-29,173.2,0.58,8,False,101,757.0,0.567,False,False,5,1.47
L009605,S00028,Home,Furniture,,2023-06-19,252.23,0.019,6,False,61,301.0,1.0,False,True,3,5.46
L009606,S00321,Sports,Outdoor,Mid Brand,2025-11-18,293.86,0.007,6,False,80,451.0,0.493,False,False,1,3.78
L009607,S00194,Fashion,T-Shirts,Mid Brand,2024-02-01,50.56,0.515,4,False,48,280.0,0.679,True,False,12,0.5
L009608,S00118,Beauty,Skincare,Generic,2025-09-06,182.2,0.129,5,False,69,1900.0,0.874,False,True,4,0.79
L009609,S00273,Fashion,Abayas,Private Label,2026-01-08,101.11,0.051,3,False,56,482.0,0.662,True,False,7,0.74
L009610,S00267,Fashion,Watches,Mid Brand,2024-11-28,168.49,0.048,2,False,90,331.0,0.575,True,False,12,0.23
L009611,S00032,Sports,Equipment,Premium Brand,2025-02-05,70.66,0.117,4,False,50,450.0,0.544,False,False,5,0.45
L009612,S00290,Electronics,Headphones,Imported Brand,2023-10-02,487.97,0.231,5,False,61,435.0,0.64,False,,3,7.08
L009613,S00204,Beauty,Skincare,Mid Brand,2026-02-02,87.81,0.345,3,False,42,620.0,0.424,False,,1,0.5
L009614,S00381,Electronics,Laptops,Private Label,2024-06-24,468.83,0.093,11,False,78,1270.0,0.831,False,True,6,1.48
L009615,S00413,Electronics,Laptops,Mid Brand,2025-02-21,183.1,0.157,5,False,62,256.0,0.483,False,True,8,
L009616,S00055,Sports,Shoes,Private Label,2026-04-17,142.84,0.1,3,False,69,587.0,0.666,False,False,2,1.22
L009617,S00419,Electronics,Headphones,Premium Brand,2025-12-09,200.12,0.352,3,False,48,538.0,0.242,False,False,5,1.32
L009618,S00019,Fashion,Abayas,Private Label,2025-09-22,271.16,0.104,10,False,86,856.0,,True,False,10,0.5
L009619,S00206,Electronics,Small Appliances,Generic,2025-03-31,325.19,0.486,8,False,88,557.0,0.781,False,True,3,1.17
L009620,S00246,Fashion,Dresses,Private Label,2024-11-17,75.61,0.121,2,False,35,200.0,0.551,True,False,8,0.9
L009621,S00131,Electronics,Small Appliances,Private Label,2025-08-10,167.75,0.034,11,True,84,751.0,0.837,False,False,6,0.78
L009622,S00313,Beauty,Fragrance,Generic,2023-01-29,188.41,0.245,2,False,78,436.0,0.435,False,False,7,0.22
L009623,S00151,Electronics,Laptops,Mid Brand,2026-05-27,372.74,1.25,3,False,73,707.0,0.649,False,True,11,0.26
L009624,S00251,Sports,Outdoor,Mid Brand,2025-01-04,116.67,0.074,3,False,65,556.0,0.856,False,True,6,1.19
L009625,S00079,Fashion,Abayas,Generic,2024-06-03,75.37,0.018,5,False,85,1028.0,0.807,True,False,6,0.46
L009626,S00070,Beauty,Fragrance,Mid Brand,2024-09-07,87.38,0.149,3,False,60,409.0,0.771,,False,6,0.42
L009627,S00407,Home,Bedding,Private Label,2023-01-16,481.18,0.027,11,False,71,385.0,0.147,False,True,6,1.63
L009628,S00216,Fashion,Dresses,Mid Brand,2025-07-27,155.29,0.049,3,False,58,444.0,0.266,False,False,10,0.23
L009629,S00442,Fashion,Watches,Generic,2023-07-17,144.76,0.255,2,False,53,170.0,,False,False,3,0.89
L009630,S00350,Sports,Shoes,Premium Brand,2024-06-10,194.56,0.112,3,False,30,,0.542,,False,4,3.66
L009631,S00055,Fashion,T-Shirts,Generic,2025-01-23,178.62,0.174,5,True,46,2096.0,0.468,True,False,14,0.71
L009632,S00217,sports,Activewear,Generic,2024-11-24,345.1,0.376,4,False,84,188.0,0.67,False,False,3,0.78
L009633,S00270,Beauty,Fragrance,Generic,2024-08-07,66.98,0.098,5,False,84,2181.0,0.7,False,False,6,0.17
L009634,S00252,Electronics,Laptops,Private Label,2025-09-05,263.84,0.7,7,False,51,674.0,0.49,False,True,4,0.49
L009635,S00424,Home,Bedding,Generic,2023-11-03,144.22,0.184,5,True,57,112.0,0.73,False,False,4,0.71
L009636,S00306,Fashion,Sneakers,Imported Brand,2024-02-25,50.82,0.012,1,True,61,894.0,0.489,False,False,3,0.33
L009637,S00153,Home,Storage,Mid Brand,2023-08-04,82.21,0.102,7,True,72,544.0,0.612,False,True,3,14.76
L009638,S00314,Beauty,Fragrance,Private Label,2024-02-05,167.64,0.119,2,False,91,617.0,0.54,False,False,5,
L009639,S00297,Electronics,Headphones,Mid Brand,2025-09-20,402.39,0.091,3,False,41,296.0,0.797,False,True,3,3.66
L009640,S00168,Electronics,Laptops,Private Label,2024-05-12,273.86,0.128,4,False,78,976.0,0.882,False,False,7,0.65
L009641,S00333,Electronics,Headphones,Premium Brand,2023-07-25,196.54,0.046,3,False,49,446.0,0.908,False,False,1,0.45
L009642,S00018,Sports,Outdoor,Generic,2025-05-02,164.42,0.016,6,True,75,743.0,0.928,False,True,5,0.58
L009643,S00417,Sports,Shoes,Private Label,2024-03-31,175.42,0.029,3,False,28,247.0,0.284,,False,5,3.65
L009644,S00079,Fashion,Sneakers,Mid Brand,2026-03-26,189.95,0.045,4,False,47,146.0,0.414,False,False,8,0.4
L009645,S00179,Electronics,Cameras,Private Label,2023-06-28,1041.42,0.21,1,True,38,217.0,0.67,False,True,3,0.75
L009646,S00163,Home,Furniture,Premium Brand,2025-08-07,456.01,0.063,7,False,65,1410.0,0.539,False,True,4,6.0
L009647,S00200,Electronics,Laptops,Generic,2024-07-13,864.85,0.076,6,False,32,204.0,0.494,False,False,3,0.7
L009648,S00429,Beauty,Makeup,Imported Brand,2026-04-11,69.42,0.244,7,False,74,516.0,,False,True,8,0.2
L009649,S00091,Beauty,Fragrance,Generic,2025-06-18,133.19,0.434,4,False,44,388.0,0.636,False,False,5,0.41
L009650,S00351,Electronics,Headphones,Private Label,2026-03-22,489.7,0.022,6,False,68,735.0,0.433,False,True,3,1.4
L009651,S00098,Electronics,Cameras,Premium Brand,2026-01-16,325.28,0.087,5,False,77,257.0,0.549,False,False,1,0.21
L009652,S00216,Beauty,Haircare,Generic,2024-10-18,147.24,0.201,2,True,73,718.0,0.312,False,False,4,0.47
L009653,S00288,Fashion,Abayas,Generic,2026-02-09,154.23,0.095,4,False,72,859.0,0.275,False,False,8,0.94
L009654,S00421,Electronics,Laptops,Private Label,2023-04-19,438.9,0.199,6,False,64,488.0,0.835,False,True,6,0.91
L009655,S00035,Electronics,Cameras,Premium Brand,2023-01-19,709.56,0.359,6,True,80,796.0,0.35,False,True,4,0.66
L009656,S00414,Home,Kitchen,Premium Brand,2023-08-31,189.63,0.016,5,False,77,1415.0,0.611,False,True,3,6.21
L009657,S00170,Fashion,Sneakers,Mid Brand,2025-02-22,77.23,0.149,4,True,31,340.0,0.411,True,False,8,0.84
L009658,S00341,home,Storage,Imported Brand,2025-10-05,139.31,0.313,10,False,79,861.0,0.591,False,True,7,4.2
L009659,S00311,Beauty,Fragrance,Generic,2024-03-10,58.78,0.258,4,False,59,377.0,1.0,False,True,6,0.45
L009660,S00029,Home,Furniture,Generic,2023-08-04,253.04,0.016,2,False,56,1177.0,0.532,False,False,10,6.48
L009661,S00132,Electronics,Small Appliances,Generic,2023-07-15,464.42,0.022,12,False,70,1452.0,0.622,False,False,2,0.91
L009662,S00252,Electronics,Laptops,Generic,2024-08-28,396.7,0.285,4,False,58,680.0,0.542,False,True,5,1.09
L009663,S00440,Fashion,Dresses,Private Label,2023-01-24,500.46,0.402,7,False,55,804.0,0.849,True,False,13,0.56
L009664,S00130,Fashion,Jeans,Generic,2026-01-16,240.89,0.022,4,False,74,696.0,,True,False,8,1.11
L009665,S00230,Home,Storage,Private Label,2025-01-10,246.61,0.041,8,True,79,318.0,0.645,False,False,3,4.92
L009666,S00360,Sports,Outdoor,Generic,2026-02-12,184.78,0.122,3,False,66,382.0,0.812,False,False,2,0.77
L009667,S00089,Fashion,Watches,Premium Brand,2025-06-29,99.6,0.093,4,True,48,1139.0,0.675,True,True,13,0.91
L009668,S00216,Fashion,Sneakers,Mid Brand,2025-03-28,252.17,0.105,5,False,37,445.0,0.466,True,True,12,0.4
L009669,S00285,Beauty,Skincare,Generic,2025-02-01,143.94,0.053,4,True,38,612.0,0.647,False,False,6,0.29
L009670,S00060,Fashion,Abayas,Mid Brand,2023-10-11,278.1,0.276,10,False,72,462.0,0.704,True,False,10,0.65
L009671,S00062,Fashion,Sneakers,Premium Brand,2023-11-08,141.53,0.742,3,False,92,1043.0,0.723,True,False,9,0.72
L009672,S00305,Beauty,Skincare,Private Label,2026-05-10,98.75,0.124,6,True,65,255.0,0.668,False,True,8,0.11
L009673,S00077,Home,Kitchen,Mid Brand,2023-08-04,101.77,0.204,5,False,81,363.0,0.776,False,True,6,3.56
L009674,S00433,Fashion,Jeans,Mid Brand,2023-07-10,202.21,0.284,3,False,54,529.0,0.711,False,False,7,0.88
L009675,S00323,Fashion,Sneakers,Generic,2025-12-31,138.93,0.128,6,False,76,496.0,0.726,True,False,6,0.8
L009676,S00306,Electronics,Small Appliances,,2026-02-03,336.82,0.02,2,False,72,292.0,0.554,False,,8,0.96
L009677,S00263,Home,Storage,Mid Brand,2023-01-04,268.4,0.113,1,False,68,353.0,0.769,False,True,3,13.34
L009678,S00101,Sports,Outdoor,Generic,2024-02-05,86.67,0.123,8,False,99,1267.0,0.632,False,True,12,3.28
L009679,S00336,Fashion,Sneakers,Generic,2025-06-02,249.67,0.012,5,True,31,2142.0,1.0,True,False,8,0.28
L009680,S00014,Beauty,Fragrance,Generic,2023-02-05,48.92,0.18,5,False,67,1059.0,0.706,False,True,2,0.13
L009681,S00448,Electronics,Headphones,Generic,2024-10-06,345.06,0.126,5,False,67,463.0,,False,False,1,0.68
L009682,S00427,Home,Storage,Mid Brand,2023-01-03,74.18,0.322,6,False,71,198.0,0.613,False,True,6,1.74
L009683,S00066,Home,Furniture,Generic,2023-05-20,64.63,0.425,10,False,75,686.0,0.62,False,False,2,10.06
L009684,S00206,Home,Furniture,Generic,2025-05-30,463.87,0.046,9,False,107,610.0,0.606,False,False,3,6.37
L009685,S00257,Electronics,Headphones,Generic,2024-11-11,541.03,0.232,3,False,70,631.0,0.59,False,True,1,5.35
L009686,S00123,Fashion,Jeans,Imported Brand,2024-05-10,159.72,0.104,2,False,28,740.0,0.346,False,False,13,0.48
L009687,S00382,Home,Decor,,2025-09-03,152.94,0.053,5,False,70,556.0,,False,False,3,2.16
L009688,S00374,Fashion,Watches,Private Label,2026-01-18,88.83,0.321,6,False,78,561.0,0.649,False,False,13,0.63
L009689,S00268,ELECTRONICS,Cameras,Generic,2024-07-29,532.27,0.064,5,False,57,787.0,0.583,False,,5,0.39
L009690,S00427,Home,Decor,Generic,2024-01-19,,0.044,11,False,82,767.0,0.584,False,False,2,10.71
L009691,S00243,Fashion,T-Shirts,Generic,2024-12-23,101.8,0.117,4,False,88,1842.0,0.697,True,False,14,0.93
L009692,S00062,Fashion,Abayas,Generic,2025-01-20,159.92,0.22,3,False,61,669.0,0.588,True,True,11,0.41
L009693,S00306,Sports,Outdoor,Imported Brand,2024-10-15,100.72,0.077,4,False,32,630.0,0.494,False,False,3,3.62
L009694,S00405,Electronics,Small Appliances,Generic,2025-06-28,773.75,0.083,8,False,51,527.0,0.757,False,True,1,1.34
L009695,S00227,Fashion,Abayas,Generic,2026-01-25,92.79,0.245,1,False,61,222.0,0.549,False,False,5,0.51
L009696,S00164,Electronics,Cameras,Generic,2023-02-14,293.39,0.024,3,False,79,436.0,0.656,False,False,3,0.76
L009697,S00105,Fashion,T-Shirts,Generic,2025-06-03,103.89,0.005,6,False,43,778.0,0.716,False,False,17,0.5
L009698,S00230,Electronics,Headphones,Private Label,2023-03-28,270.91,0.071,1,True,72,757.0,0.535,False,False,2,1.5
